Index,X1,X2,X3,X4,X5,Y
116,0.000248,-0.446301,0.759697,1.046762,1.799434,1
117,0.779179,0.11608,1.763067,1.308832,0.678978,1
118,-0.753323,0.58082,-0.79997,1.71146,1.489834,0
119,0.209115,-0.300027,-1.57195,-1.388111,0.867497,0
120,-0.997682,-0.357693,0.018339,0.284638,1.058506,0
121,1.536977,-0.636595,-1.893253,1.590945,1.292221,0
122,0.902451,-1.612891,0.031727,1.766435,1.429851,0
123,1.841699,0.21121,-0.294019,-0.341577,2.103442,0
124,2.616713,1.8624,-0.098522,-0.781949,2.865853,0
125,1.470521,1.785224,3.853975,1.495125,1.146832,1
126,1.970217,0.204543,-1.293416,0.165543,1.675849,0
127,-0.899611,2.072273,1.392294,-0.388829,1.35835,1
128,-0.460338,0.01634,-0.390456,0.572395,0.610273,0
129,-2.385788,0.944505,-2.141096,0.593195,2.115836,0
130,0.044425,-1.137541,-0.055579,-0.147108,0.15163,0
131,-0.010104,0.768051,-0.612176,0.201592,0.977518,0
132,-2.075159,-0.595808,1.247741,-0.243589,1.28811,1
133,-1.530844,1.361356,-0.857878,1.558817,-2.249033,1
134,-0.537295,2.850688,0.671341,-0.172948,-1.379527,1
135,1.267154,0.133759,-1.491187,-0.477643,0.673601,0
136,-0.787614,1.209018,-1.056867,-1.193749,1.61707,0
137,-0.870435,-0.628418,-0.270057,0.022953,-1.905828,1
138,-0.451794,0.404162,-0.88121,1.047397,-0.124441,0
139,1.345729,0.060229,-1.148936,-0.293958,0.900492,0
140,-1.937206,-1.688471,0.332502,0.006915,-0.578421,1
141,-2.81512,-0.699003,0.553071,0.978644,1.926855,1
142,-1.171617,-1.731784,-0.739439,0.293288,1.821308,0
143,-1.341756,-1.23113,1.349214,0.778587,1.597226,1
144,1.154272,-0.159845,-0.550608,2.010077,1.500086,0
145,-0.765561,-1.074879,1.80996,-1.016875,-0.051747,1
146,-1.243269,1.494108,0.314056,-0.382432,0.935852,0
147,-0.956849,2.065914,1.851002,0.941087,1.332843,1
148,2.020095,1.150029,-0.410722,-0.262314,1.926602,0
149,0.003491,-0.063641,2.247242,2.209468,0.078545,1
150,-0.86229,-0.033342,0.742389,-0.014547,-1.257619,1
151,-0.388052,0.176134,0.526819,-1.529401,0.698636,0
152,-0.399341,1.465319,1.505595,-1.746695,-0.969921,1
153,-1.809918,1.563822,-1.295324,0.416837,1.551456,0
154,0.307003,0.667623,1.845198,0.598489,0.732449,1
155,-0.918615,0.075367,1.152752,-0.251345,2.218801,1
156,-0.583318,0.266882,1.395537,0.037699,-0.460756,1
157,1.562199,2.54561,-0.221978,-0.847028,1.505196,0
158,2.31135,0.201195,-0.722458,1.67257,2.142157,0
159,-0.18594,-0.538093,3.113215,-0.347929,0.751385,1
160,-0.220854,2.672815,2.388628,1.848896,-0.323702,1
161,-0.459369,-1.316665,0.597809,0.130096,1.642389,1
162,-2.106833,-0.085209,0.909473,-0.645604,1.630634,1
163,1.721013,0.480486,-1.220888,0.348947,1.456796,0
164,0.894259,1.382049,-0.79845,0.148416,1.103273,0
165,-1.759264,-0.218271,-3.49663,-0.626457,2.428127,0
166,-0.521854,1.137534,0.252384,-1.366896,1.018337,0
167,0.517695,0.183078,1.605403,-0.405962,-0.49564,1
168,0.809804,1.019516,-2.203151,1.448203,0.142382,0
169,0.468985,0.909442,-0.486957,-1.329137,0.237869,0
170,0.808578,1.978554,-1.033856,0.581305,0.680246,0
171,-0.327915,1.091367,1.981749,1.078262,0.657851,1
172,-1.370397,0.067877,0.320711,1.638429,-1.31437,1
173,0.126085,1.560776,0.305424,-0.118147,2.912272,1
174,-1.455723,-0.735546,0.738497,-0.86388,-0.808074,1
175,-0.977613,-0.592775,1.806351,0.264967,0.096262,0
176,1.416469,0.175304,-1.072218,1.107858,1.062431,0
177,0.807949,-0.128709,-0.931167,1.926128,0.795165,0
178,-1.34068,0.08836,1.595666,-0.536017,1.294929,0
179,-1.746979,0.134459,1.917227,-0.080913,-0.205922,1
180,-1.5163,0.780054,-1.849509,1.899772,2.119383,0
181,-0.957481,1.801438,0.203275,0.227006,0.656619,0
182,2.151633,-1.244435,0.078961,-0.354008,2.239943,0
183,1.49853,-0.47569,0.434945,-0.210532,1.750282,0
184,-0.582868,-0.061473,1.989998,1.152669,0.010355,1
185,0.16018,1.66933,2.782111,0.899882,0.27877,1
186,0.629035,0.868048,1.162307,0.873782,1.645883,1
187,1.897641,0.828994,0.055836,0.269887,2.353806,0
188,-0.554168,0.008312,-1.174087,-0.186977,0.793981,0
189,-0.387468,0.533752,1.85317,1.577566,-0.434781,1
190,1.509538,1.879774,-0.766406,1.237446,1.316968,0
191,-0.773362,1.18021,0.707719,0.270737,-1.362778,1
192,-0.641552,0.151871,0.33278,-0.353737,-1.644694,1
193,-0.541244,0.467347,0.036663,-0.242344,-1.365031,1
194,-0.005655,1.360531,1.850616,0.39673,0.339738,0
195,1.026457,0.619536,-2.047814,0.383976,0.698367,0
196,0.280956,0.370287,1.28129,-0.948381,-0.773788,1
197,-1.878681,0.89658,-1.391323,-0.822593,2.064944,0
198,-1.63103,0.405914,-0.732602,0.495907,1.723406,0
199,1.732732,0.190631,0.082458,0.20913,2.188304,0
200,0.348557,1.070117,1.953241,-0.96922,-0.245061,0
201,1.876259,-0.65893,-1.107212,-0.388694,1.294847,0
202,-0.291465,-1.022481,2.938087,1.229704,0.84108,1
203,0.872861,0.391613,-0.37915,-0.591951,0.981506,0
204,-1.12525,-1.544016,0.597584,-0.014763,-1.178325,0
205,0.417196,0.014776,1.879695,0.788255,0.414904,1
206,1.887508,-0.316161,-0.310807,0.308107,1.953655,0
207,-0.173609,0.407272,-0.283839,0.201925,0.898457,0
208,-2.086627,0.204079,1.157337,-0.596271,0.993714,1
209,1.335478,0.9328,0.654581,-0.895137,1.730262,0
210,-0.182231,-1.995474,2.514345,1.707588,-0.331838,1
211,2.117661,0.746231,0.570691,0.086783,2.768771,0
212,-1.456132,1.718481,1.691296,0.629111,0.992547,1
213,0.401606,1.521099,-1.680757,-0.694404,0.134471,0
214,-0.41127,-1.066952,1.476642,-0.879689,-0.818349,1
215,-0.07657,0.096016,0.572233,0.285984,2.153353,1
216,-0.699318,0.534172,1.487838,0.570028,1.317843,1
217,-0.391456,1.143233,1.744466,0.288373,0.830311,1
218,-1.065783,-0.107232,1.333802,-0.131185,-0.49451,1
219,-1.044623,-1.024574,-0.49869,0.80146,-2.558856,1
220,-0.732401,0.633973,2.142374,-1.013469,0.340925,1
221,-0.573802,1.701309,-0.881378,-1.784699,1.21429,0
222,-2.40308,2.112714,2.218108,-0.490066,-0.076041,1
223,1.431283,0.193536,0.074652,0.907848,2.015815,0
224,-0.999184,2.197758,1.962617,0.954521,0.919794,1
225,-1.694933,0.394251,0.656647,0.81506,-0.566596,1
226,2.126951,0.973569,-0.176833,-0.612493,2.405405,0
227,-1.534349,-1.251955,0.517575,1.709589,2.33838,1
228,1.823471,0.365315,-0.485595,1.300348,1.67015,0
229,-0.890457,0.904012,-0.615868,0.777138,1.233826,0
230,1.44393,0.644385,-0.062462,1.61803,1.494612,0
231,1.169517,-1.282591,0.280374,1.577587,1.96291,0
232,1.165836,-0.230723,-0.811175,0.59577,1.216979,0
233,0.782102,-0.710808,-0.564604,0.852213,0.956318,0
234,0.287752,0.777356,1.925979,0.827594,0.437543,1
235,-0.533072,-0.364945,-0.258534,-0.022773,3.236679,1
236,-1.023241,0.860815,1.054256,-0.179041,1.735875,1
237,-1.875372,0.221877,-2.775812,1.299659,1.713016,0
238,1.05741,-0.578608,-0.429351,-0.645085,1.609409,0
239,-0.877325,0.155336,-0.204082,-0.586289,1.401983,0
240,-1.952027,-0.964013,-2.282496,1.307257,2.761767,0
241,-0.656935,0.93462,3.258852,0.415148,-0.901353,1
242,-1.957564,0.103706,2.098715,1.112458,-0.260656,1
243,-1.374905,1.784183,-0.489412,-0.175073,2.033016,0
244,-0.508804,1.495761,1.79137,0.355731,0.702174,1
245,0.176586,0.419413,2.783736,-0.51487,0.196827,1
246,-1.922868,-0.025554,-1.424759,0.129414,-2.544255,1
247,-0.366572,0.153604,1.795677,0.169971,-0.116181,1
248,0.761883,2.268845,-0.649173,-1.511574,1.214993,0
249,-1.95398,-0.239866,-1.417112,-0.270009,-2.511311,1
250,-3.608426,-0.600928,1.493012,-0.318302,0.665249,1
251,1.10868,-0.090235,-1.199467,1.655178,0.696403,0
252,-1.212909,1.585058,-2.008031,-0.796051,2.120535,0
253,0.561787,-1.629052,2.3887,0.392865,-0.09085,1
254,2.694025,0.6184,-1.687983,0.734214,2.29167,0
255,1.28965,1.316907,0.200048,0.564394,1.678879,1
256,-0.03484,-0.207452,2.554013,-0.798991,0.107507,1
257,-1.290031,0.414037,1.012049,0.304538,-1.006595,1
258,0.375911,1.845499,0.495362,0.022989,1.852636,1
259,-0.303453,0.031681,0.105347,-1.479902,-1.665173,1
260,-2.104087,0.826091,0.492801,0.878562,1.700242,1
261,0.68336,0.143029,0.9019,0.176452,0.23437,0
262,-0.673705,-0.492137,1.117435,1.944492,0.551619,0
263,-1.487348,0.245504,-1.329977,-0.575294,1.622275,0
264,-0.006889,-0.154923,-1.232942,0.202091,0.952546,0
265,-1.462134,0.302952,-0.099075,0.605328,2.841005,1
266,0.369337,0.106527,-0.125353,-1.020964,0.998883,0
267,-0.963752,0.07515,1.972176,1.919539,0.75521,0
268,-0.631795,-0.445482,-1.359163,0.540528,1.919736,0
269,-0.428852,1.027945,0.379643,0.539015,2.823382,1
270,-1.120819,0.556334,1.555536,-0.403356,-0.203003,1
271,-1.405194,-0.534312,0.474149,1.964784,-1.712578,1
272,-0.051172,2.115158,2.245019,1.025259,0.076049,1
273,0.793459,0.322913,0.329387,-0.41707,0.21711,0
274,-0.550317,0.11998,1.676647,-0.734261,0.694523,0
275,-0.403034,0.353687,1.180833,-2.586805,0.86401,0
276,-0.034446,-0.813506,-1.395368,1.077927,0.654008,0
277,-0.875055,0.812244,0.790586,2.054812,2.54532,1
278,-1.35972,-0.529486,1.921736,-0.085087,0.660608,1
279,0.003078,2.657143,2.779965,0.678029,0.8511,1
280,-0.371438,-0.785664,1.612884,1.421154,-0.623903,1
281,-2.276365,-0.579479,0.947407,1.221613,1.667333,1
282,1.735109,1.882581,-2.284304,-0.887572,0.261429,0
283,-1.978682,-0.457209,-2.752013,0.976691,3.352171,0
284,2.243621,0.353147,-0.938342,2.210657,2.065789,0
285,0.38003,-1.089238,-0.707819,1.235377,0.642154,0
286,2.211018,0.507588,-0.847106,-0.115811,2.09093,0
287,-1.749345,0.348072,0.69351,1.546239,-0.472669,1
288,0.249781,0.871885,-0.217421,-0.505938,0.47026,0
289,0.112779,0.838382,0.939715,-1.170101,0.900571,0
290,0.737147,-1.468767,0.552239,1.47972,1.274409,0
291,1.706462,2.512974,-1.418452,-2.340738,0.876677,0
292,2.00009,0.573337,-0.83339,-1.025432,1.854399,0
293,-1.519655,1.226635,1.821246,0.891916,0.095658,1
294,-0.419774,0.330764,-0.708844,-1.716642,1.385707,0
295,0.694924,0.641952,-1.617567,1.820137,0.136993,0
296,1.823047,0.512421,-0.37659,-1.276978,2.136657,0
297,-1.946093,1.846907,1.144301,0.494436,1.65776,1
298,0.305918,-1.028696,2.135854,0.462754,0.433539,1
299,-0.566174,0.47538,-2.368639,-0.38502,2.091931,0
300,1.744668,-0.059939,-0.686293,0.558023,1.517709,0
301,-1.137588,-1.041211,0.174744,-1.376316,2.544224,1
302,-2.113144,1.022215,-1.998899,-0.573285,1.798643,0
303,-1.250923,0.447852,0.117963,0.824001,1.496145,0
304,-0.839055,1.506423,2.072807,0.242924,0.560028,1
305,-2.080365,-0.221226,-0.031917,0.831087,-1.46017,1
306,0.925197,1.234616,-1.735082,-0.615123,0.50604,0
307,-0.42508,0.892274,1.844406,-0.650745,-0.429792,1
308,-1.949502,-0.149514,-0.518978,1.159966,-1.795314,1
309,1.349606,1.396628,-1.617256,0.097412,0.7464,0
310,-0.120357,0.731107,-0.581081,0.141166,1.087609,0
311,-0.51171,0.423536,-2.008748,0.024489,1.805049,0
312,-0.376622,1.557757,2.939089,0.67101,0.545118,1
313,0.286892,-0.055474,3.180217,-1.882106,0.608172,1
314,-0.515412,0.003566,1.627629,1.387138,-0.388872,1
315,-0.803752,0.82834,0.446801,1.681304,2.087454,1
316,-1.781946,0.727578,0.265581,0.734682,3.246652,1
317,-1.206237,-0.508912,-1.793401,-1.756314,1.729834,0
318,-1.087324,-0.476014,1.22109,-0.757675,1.560657,1
319,-0.927723,-0.408931,0.660495,0.071528,1.904646,1
320,-0.289416,-0.357518,-0.786992,0.165011,0.833876,0
321,-0.289217,0.45535,2.303864,-1.049278,0.657013,1
322,-0.60385,0.281519,-0.497811,-1.3949,1.378425,0
323,-1.411057,0.760225,-0.127624,-1.046105,3.086719,1
324,0.330562,-0.223172,0.940212,1.89617,1.792172,0
325,1.163489,1.136279,-0.48568,0.068174,1.210088,0
326,0.527723,-0.203803,2.133373,1.042644,-0.416172,0
327,-0.43945,-0.912433,0.995053,1.502906,-0.856531,1
328,-2.521258,0.280968,0.938537,-0.826997,0.867367,1
329,-1.179671,0.817921,-1.897501,-1.166398,2.124949,0
330,0.595557,-1.0804,2.607089,-0.352483,-0.00911,1
331,1.103112,0.408502,-1.26993,0.207363,0.844211,0
332,2.0833,1.271073,-0.559382,0.903685,2.024922,0
333,0.518743,2.486623,-0.000448,-0.182179,1.003683,0
334,-2.166958,0.52078,-1.214805,0.348033,-2.579359,1
335,1.619912,-0.030658,2.877608,-0.370523,-0.656903,0
336,-2.918949,0.689624,0.668336,1.838265,2.493731,1
337,-2.190001,0.4293,1.399805,-0.324627,1.634288,1
338,0.49694,1.153954,1.128862,-0.252336,1.015383,1
339,1.206817,-1.308311,0.132681,-0.851645,1.864555,0
340,0.13178,0.876032,2.387612,0.476286,-0.131448,1
341,-0.468797,0.217894,1.372453,2.082828,-0.697974,1
342,-1.399454,1.184734,1.055814,0.703608,1.490562,1
343,-1.929488,-0.38678,2.30277,-1.045417,-0.375867,1
344,1.102958,0.917445,-0.054513,-0.302511,0.196412,0
345,-0.649876,1.764649,1.006797,-0.557742,1.597071,1
346,0.814651,-0.231379,4.693181,-0.957174,1.821941,1
347,1.288464,-0.098386,0.527607,0.237274,1.940782,1
348,-1.47894,0.240584,-0.883767,0.617668,2.008053,0
349,1.234003,1.106985,-1.322971,0.834607,0.568656,0
350,0.093668,-1.14302,3.087136,-0.479945,0.802466,1
351,-0.805947,0.688639,-1.022644,-0.506645,1.588886,0
352,-0.954601,1.158622,0.801211,1.190314,-1.344401,1
353,1.883524,0.838328,-0.095237,0.217202,2.584877,0
354,-0.957439,-2.474328,0.602182,-1.376841,-0.997727,1
355,1.233259,-0.728555,1.428567,0.159783,2.4149,0
356,-0.967429,1.001271,0.960328,2.217847,2.44344,1
357,-0.326,1.356564,1.117761,1.008291,0.757746,0
358,-2.643764,0.164715,0.446942,1.583295,2.416671,1
359,1.675312,1.046913,0.306831,-1.261844,2.160258,0
360,-2.120113,-1.096362,0.518678,-1.623971,2.225321,1
361,1.018339,-2.478133,0.313956,1.353299,1.511849,0
362,-1.835992,1.110346,-2.519356,-0.787895,2.329515,0
363,1.001433,0.588196,-0.545489,1.207959,3.660839,1
364,1.113627,1.054565,-0.75435,0.497353,1.062433,0
365,-1.153481,-1.500513,0.054764,-0.361885,-1.770937,1
366,-1.043523,1.739633,-1.988741,-0.529481,1.995459,0
367,1.850626,-0.10412,-0.350299,0.372079,1.646839,0
368,0.554255,1.142643,3.518058,2.078058,-1.238022,1
369,-0.209738,0.471108,0.282004,0.074349,0.613629,0
370,-1.043141,1.722974,1.089695,-1.112453,-0.491116,1
371,-2.402577,-0.450844,0.966618,-0.692662,1.792811,1
372,-1.752182,0.938516,-1.177228,2.06163,2.403219,0
373,-2.163031,1.792794,-1.932943,0.150408,2.816092,1
374,-0.342501,-1.076553,1.940746,1.340693,-0.142261,1
375,-0.781942,0.174251,1.461423,-0.335799,1.174616,1
376,-1.789993,-1.546069,0.465143,-1.925692,2.465386,1
377,-3.62388,0.867008,2.312243,1.963922,-0.354817,1
378,-1.024829,2.027749,0.941065,0.222928,-0.973208,1
379,0.462614,0.955266,-0.813576,0.473626,0.413722,0
380,-1.10772,-1.043315,0.826299,-0.542823,1.37626,1
381,1.897834,-0.202147,-0.498764,1.093938,2.047038,0
382,-1.638522,1.58171,1.466005,-0.004613,1.771606,1
383,0.247384,0.67493,-1.247761,-0.27705,0.909709,0
384,0.827842,-0.987685,-1.005103,-0.307895,0.677211,0
385,0.075076,0.376381,-0.28543,0.488057,0.613255,0
386,-1.740022,-0.102967,0.434702,2.419816,2.239716,1
387,-0.15258,0.794178,1.996729,0.101889,-0.711576,0
388,0.282604,-0.298056,-1.392024,-2.50945,-0.302441,0
389,-2.232202,0.395542,-0.3339,-0.953961,-1.574514,1
390,-0.860974,0.69847,-1.770204,0.379818,1.625654,1
391,-0.800781,-0.788327,1.936509,2.421133,0.352327,1
392,-2.476568,-0.652989,-1.773542,-0.911605,2.068198,0
393,3.03653,-0.481475,-0.077402,1.003285,3.615565,0
394,-0.501066,0.629195,-0.250752,0.341711,0.922584,0
395,-0.911342,1.533935,-1.155461,0.302986,-1.115138,0
396,0.013397,0.525782,1.698883,1.005792,-0.842662,1
397,1.203708,0.634761,3.648581,0.596174,0.075939,1
398,-0.523613,-0.201856,0.015023,1.704375,0.718378,0
399,-0.340373,0.692564,-0.271861,0.578423,0.8301,0
400,-0.250278,0.723713,1.559722,-0.385553,-0.518994,1
401,0.75516,0.628023,-1.32655,1.392865,1.229205,3
402,0.633304,-1.259843,4.110063,0.357523,-1.318733,3
403,1.536899,3.62383,3.871753,0.844336,0.170859,2
404,-0.228239,-0.159721,2.834172,0.221111,-0.423178,3
405,1.165665,3.203337,4.629058,0.827544,1.249425,2
406,-0.382427,4.039357,4.117215,1.236396,0.461488,2
407,1.535134,3.277215,3.864722,1.327908,0.0617,2
408,2.556103,1.77935,1.329206,-0.205204,-3.12746,2
409,1.063474,-0.785548,-1.600544,-0.255815,3.324308,2
410,1.909071,-0.891799,0.387797,0.442243,3.184983,2
411,1.945278,3.011495,-1.64126,1.306364,2.566669,3
412,0.679927,2.953173,3.976216,0.230818,0.225468,2
413,1.035035,-0.827793,3.731351,-1.57859,-1.612032,3
414,1.853382,-0.791117,-0.800057,-0.042185,2.960159,2
415,1.300393,-0.852744,-1.589469,1.963688,3.158218,2
416,0.775205,2.533203,2.837809,2.132197,-1.235145,2
417,0.506008,5.50109,-3.852452,0.575932,3.054851,3
418,0.706366,4.756432,-1.605302,0.103851,3.478211,3
419,-1.131634,-0.201859,4.018148,0.424229,-0.680233,3
420,0.243183,-1.256987,-1.36586,1.073591,2.708565,2
421,1.754949,-1.346628,-1.19082,1.860105,2.974619,2
422,0.214328,2.501143,2.070981,1.26148,-1.987332,2
423,-1.418139,2.724962,-1.138348,0.436772,2.522499,3
424,1.763943,-0.247148,3.567657,1.334684,-1.188556,3
425,1.662099,3.857962,-0.81146,2.224807,3.049986,3
426,1.510363,-1.534615,-1.958681,0.385684,4.0571,2
427,0.91179,-0.925733,2.019572,2.883266,-0.983293,3
428,0.46778,3.27025,4.039652,1.658218,0.604425,2
429,0.778824,1.934258,-1.493173,-0.620445,1.88197,3
430,1.648706,3.157212,-2.941988,2.748588,2.166641,3
431,2.02251,-2.269768,-2.184395,1.025235,3.443613,2
432,1.061014,-0.998012,-0.169209,0.146484,3.149376,2
433,1.207966,-0.550114,-0.271089,1.873244,1.404169,3
434,2.025145,-0.668905,4.7099,0.635492,-0.989738,3
435,-0.416157,-1.199333,2.760219,1.698927,-1.172364,3
436,-0.350492,2.43587,1.639974,1.940369,-2.644324,2
437,1.573973,2.041544,-0.827972,0.921025,2.211999,3
438,-0.896185,5.00459,-0.927905,0.858976,4.358817,3
439,0.130913,-2.043214,-1.555365,0.309231,3.059711,2
440,0.764085,-0.191891,-1.72359,1.901438,2.296694,2
441,1.514025,1.53404,-0.095014,1.805831,1.540132,2
442,0.079831,2.446891,2.371336,1.529711,-1.614455,2
443,1.519661,3.254798,-2.340402,0.806198,2.789181,3
444,1.538451,1.057324,-1.110119,2.671115,2.146148,3
445,0.341253,-1.89445,-0.58298,2.551245,3.6335,2
446,0.361109,-0.891184,1.585341,-0.27739,-1.566453,3
447,1.028303,-0.14795,-0.276471,0.803387,2.381713,2
448,-0.09691,3.120352,-0.908388,0.505135,2.878666,3
449,1.669277,0.547908,1.864913,2.530096,2.284226,3
450,2.482733,-2.320915,-1.542268,0.365611,3.759661,2
